Periodo,Regional,Cod_Dep,Departamento,Tipo,Cod_Mun,Municipio,Remates
11/01/2016 12:00:00 AM,CENTRAL,73,TOLIMA,RESTO DEPARTAMENTO,,,13
11/01/2016 12:00:00 AM,ORINOQUIA,18,CAQUETÁ,CAPITAL DEPARTAMENTO,18001,FLORENCIA,3
11/01/2016 12:00:00 AM,ORINOQUIA,18,CAQUETÁ,RESTO DEPARTAMENTO,,,0
11/01/2016 12:00:00 AM,ORINOQUIA,50,META,CAPITAL DEPARTAMENTO,50001,VILLAVICENCIO,2
11/01/2016 12:00:00 AM,ORINOQUIA,50,META,RESTO DEPARTAMENTO,,,5
11/01/2016 12:00:00 AM,ORINOQUIA,81,ARAUCA,CAPITAL DEPARTAMENTO,81001,ARAUCA,0
11/01/2016 12:00:00 AM,ORINOQUIA,85,CASANARE,CAPITAL DEPARTAMENTO,85001,YOPAL,3
11/01/2016 12:00:00 AM,ORINOQUIA,85,CASANARE,RESTO DEPARTAMENTO,,,1
11/01/2016 12:00:00 AM,ORINOQUIA,86,PUTUMAYO,CAPITAL DEPARTAMENTO,86001,MOCOA,0
11/01/2016 12:00:00 AM,ORINOQUIA,86,PUTUMAYO,RESTO DEPARTAMENTO,,,3
11/01/2016 12:00:00 AM,ORINOQUIA,91,AMAZONAS,CAPITAL DEPARTAMENTO,91001,LETICIA,0
11/01/2016 12:00:00 AM,ORINOQUIA,94,GUAINÍA,CAPITAL DEPARTAMENTO,94001,INÍRIDA,0
11/01/2016 12:00:00 AM,ORINOQUIA,95,GUAVIARE,CAPITAL DEPARTAMENTO,95001,SAN JOSÉ DEL GUAVIARE,0
11/01/2016 12:00:00 AM,ORINOQUIA,97,VAUPÉS,CAPITAL DEPARTAMENTO,97001,MITÚ,0
11/01/2016 12:00:00 AM,ORINOQUIA,99,VICHADA,CAPITAL DEPARTAMENTO,99001,PUERTO CARREÑO,1
11/01/2016 12:00:00 AM,PACIFICO,19,CAUCA,CAPITAL DEPARTAMENTO,19001,POPAYÁN,8
11/01/2016 12:00:00 AM,PACIFICO,19,CAUCA,RESTO DEPARTAMENTO,,,2
11/01/2016 12:00:00 AM,PACIFICO,27,CHOCÓ,CAPITAL DEPARTAMENTO,27001,QUIBDÓ,0
11/01/2016 12:00:00 AM,PACIFICO,27,CHOCÓ,RESTO DEPARTAMENTO,,,1
11/01/2016 12:00:00 AM,PACIFICO,52,NARIÑO,CAPITAL DEPARTAMENTO,52001,PASTO,11
11/01/2016 12:00:00 AM,PACIFICO,52,NARIÑO,RESTO DEPARTAMENTO,,,5
11/01/2016 12:00:00 AM,PACIFICO,76,VALLE DEL CAUCA,CAPITAL DEPARTAMENTO,76001,CALI,23
11/01/2016 12:00:00 AM,PACIFICO,76,VALLE DEL CAUCA,RESTO DEPARTAMENTO,,,34
12/01/2016 12:00:00 AM,ANDINA,05,ANTIOQUIA,CAPITAL DEPARTAMENTO,05001,MEDELLÍN,28
12/01/2016 12:00:00 AM,ANDINA,05,ANTIOQUIA,RESTO DEPARTAMENTO,,,18
12/01/2016 12:00:00 AM,ANDINA,17,CALDAS,CAPITAL DEPARTAMENTO,17001,MANIZALES,8
12/01/2016 12:00:00 AM,ANDINA,17,CALDAS,RESTO DEPARTAMENTO,,,14
12/01/2016 12:00:00 AM,ANDINA,63,QUINDÍO,CAPITAL DEPARTAMENTO,63001,ARMENIA,16
12/01/2016 12:00:00 AM,ANDINA,63,QUINDÍO,RESTO DEPARTAMENTO,,,1
12/01/2016 12:00:00 AM,ANDINA,66,RISARALDA,CAPITAL DEPARTAMENTO,66001,PEREIRA,10
12/01/2016 12:00:00 AM,ANDINA,66,RISARALDA,RESTO DEPARTAMENTO,,,2
12/01/2016 12:00:00 AM,CARIBE,08,ATLÁNTICO,CAPITAL DEPARTAMENTO,08001,BARRANQUILLA,16
12/01/2016 12:00:00 AM,CARIBE,08,ATLÁNTICO,RESTO DEPARTAMENTO,,,4
12/01/2016 12:00:00 AM,CARIBE,13,BOLÍVAR,CAPITAL DEPARTAMENTO,13001,CARTAGENA DE INDIAS,4
12/01/2016 12:00:00 AM,CARIBE,13,BOLÍVAR,RESTO DEPARTAMENTO,,,1
12/01/2016 12:00:00 AM,CARIBE,20,CESAR,CAPITAL DEPARTAMENTO,20001,VALLEDUPAR,2
12/01/2016 12:00:00 AM,CARIBE,20,CESAR,RESTO DEPARTAMENTO,,,5
12/01/2016 12:00:00 AM,CARIBE,23,CÓRDOBA,CAPITAL DEPARTAMENTO,23001,MONTERÍA,6
12/01/2016 12:00:00 AM,CARIBE,23,CÓRDOBA,RESTO DEPARTAMENTO,,,1
12/01/2016 12:00:00 AM,CARIBE,44,LA GUAJIRA,CAPITAL DEPARTAMENTO,44001,RIOHACHA,1
12/01/2016 12:00:00 AM,CARIBE,44,LA GUAJIRA,RESTO DEPARTAMENTO,,,0
12/01/2016 12:00:00 AM,CARIBE,47,MAGDALENA,CAPITAL DEPARTAMENTO,47001,SANTA MARTA,2
12/01/2016 12:00:00 AM,CARIBE,47,MAGDALENA,RESTO DEPARTAMENTO,,,1
12/01/2016 12:00:00 AM,CARIBE,70,SUCRE,CAPITAL DEPARTAMENTO,70001,SINCELEJO,2
12/01/2016 12:00:00 AM,CARIBE,70,SUCRE,RESTO DEPARTAMENTO,,,1
12/01/2016 12:00:00 AM,CARIBE,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",CAPITAL DEPARTAMENTO,88001,SAN ANDRÉS,1
12/01/2016 12:00:00 AM,CENTRAL,11,"BOGOTÁ, D.C.",CAPITAL DEPARTAMENTO,11001,"BOGOTÁ, D.C.",62
12/01/2016 12:00:00 AM,CENTRAL,15,BOYACÁ,CAPITAL DEPARTAMENTO,15001,TUNJA,5
12/01/2016 12:00:00 AM,CENTRAL,15,BOYACÁ,RESTO DEPARTAMENTO,,,8
12/01/2016 12:00:00 AM,CENTRAL,25,CUNDINAMARCA,RESTO DEPARTAMENTO,,,34
12/01/2016 12:00:00 AM,CENTRAL,41,HUILA,CAPITAL DEPARTAMENTO,41001,NEIVA,3
12/01/2016 12:00:00 AM,CENTRAL,41,HUILA,RESTO DEPARTAMENTO,,,3
12/01/2016 12:00:00 AM,CENTRAL,54,NORTE DE SANTANDER,CAPITAL DEPARTAMENTO,54001,SAN JOSÉ DE CÚCUTA,4
12/01/2016 12:00:00 AM,CENTRAL,54,NORTE DE SANTANDER,RESTO DEPARTAMENTO,,,3
12/01/2016 12:00:00 AM,CENTRAL,68,SANTANDER,CAPITAL DEPARTAMENTO,68001,BUCARAMANGA,10
12/01/2016 12:00:00 AM,CENTRAL,68,SANTANDER,RESTO DEPARTAMENTO,,,11
12/01/2016 12:00:00 AM,CENTRAL,73,TOLIMA,CAPITAL DEPARTAMENTO,73001,IBAGUÉ,2
12/01/2016 12:00:00 AM,CENTRAL,73,TOLIMA,RESTO DEPARTAMENTO,,,10
12/01/2016 12:00:00 AM,ORINOQUIA,18,CAQUETÁ,CAPITAL DEPARTAMENTO,18001,FLORENCIA,0
12/01/2016 12:00:00 AM,ORINOQUIA,18,CAQUETÁ,RESTO DEPARTAMENTO,,,0
12/01/2016 12:00:00 AM,ORINOQUIA,50,META,CAPITAL DEPARTAMENTO,50001,VILLAVICENCIO,9
12/01/2016 12:00:00 AM,ORINOQUIA,50,META,RESTO DEPARTAMENTO,,,1
12/01/2016 12:00:00 AM,ORINOQUIA,81,ARAUCA,CAPITAL DEPARTAMENTO,81001,ARAUCA,0
12/01/2016 12:00:00 AM,ORINOQUIA,85,CASANARE,CAPITAL DEPARTAMENTO,85001,YOPAL,1
12/01/2016 12:00:00 AM,ORINOQUIA,85,CASANARE,RESTO DEPARTAMENTO,,,0
12/01/2016 12:00:00 AM,ORINOQUIA,86,PUTUMAYO,CAPITAL DEPARTAMENTO,86001,MOCOA,0
12/01/2016 12:00:00 AM,ORINOQUIA,86,PUTUMAYO,RESTO DEPARTAMENTO,,,0
12/01/2016 12:00:00 AM,ORINOQUIA,91,AMAZONAS,CAPITAL DEPARTAMENTO,91001,LETICIA,1
12/01/2016 12:00:00 AM,ORINOQUIA,94,GUAINÍA,CAPITAL DEPARTAMENTO,94001,INÍRIDA,0
12/01/2016 12:00:00 AM,ORINOQUIA,95,GUAVIARE,CAPITAL DEPARTAMENTO,95001,SAN JOSÉ DEL GUAVIARE,1
12/01/2016 12:00:00 AM,ORINOQUIA,97,VAUPÉS,CAPITAL DEPARTAMENTO,97001,MITÚ,0
12/01/2016 12:00:00 AM,ORINOQUIA,99,VICHADA,CAPITAL DEPARTAMENTO,99001,PUERTO CARREÑO,0
12/01/2016 12:00:00 AM,PACIFICO,19,CAUCA,CAPITAL DEPARTAMENTO,19001,POPAYÁN,7
12/01/2016 12:00:00 AM,PACIFICO,19,CAUCA,RESTO DEPARTAMENTO,,,2
12/01/2016 12:00:00 AM,PACIFICO,27,CHOCÓ,CAPITAL DEPARTAMENTO,27001,QUIBDÓ,0
12/01/2016 12:00:00 AM,PACIFICO,27,CHOCÓ,RESTO DEPARTAMENTO,,,0
12/01/2016 12:00:00 AM,PACIFICO,52,NARIÑO,CAPITAL DEPARTAMENTO,52001,PASTO,3
12/01/2016 12:00:00 AM,PACIFICO,52,NARIÑO,RESTO DEPARTAMENTO,,,6
12/01/2016 12:00:00 AM,PACIFICO,76,VALLE DEL CAUCA,CAPITAL DEPARTAMENTO,76001,CALI,20
12/01/2016 12:00:00 AM,PACIFICO,76,VALLE DEL CAUCA,RESTO DEPARTAMENTO,,,14
01/01/2017 12:00:00 AM,ANDINA,05,ANTIOQUIA,CAPITAL DEPARTAMENTO,05001,MEDELLÍN,22
01/01/2017 12:00:00 AM,ANDINA,05,ANTIOQUIA,CAPITAL DEPARTAMENTO,05138,CAÑASGORDAS,0
01/01/2017 12:00:00 AM,ANDINA,05,ANTIOQUIA,RESTO DEPARTAMENTO,,,27
01/01/2017 12:00:00 AM,ANDINA,17,CALDAS,CAPITAL DEPARTAMENTO,17001,MANIZALES,4
01/01/2017 12:00:00 AM,ANDINA,17,CALDAS,RESTO DEPARTAMENTO,,,6
01/01/2017 12:00:00 AM,ANDINA,63,QUINDÍO,CAPITAL DEPARTAMENTO,63001,ARMENIA,3
01/01/2017 12:00:00 AM,ANDINA,63,QUINDÍO,RESTO DEPARTAMENTO,,,2
01/01/2017 12:00:00 AM,ANDINA,66,RISARALDA,CAPITAL DEPARTAMENTO,66001,PEREIRA,10
01/01/2017 12:00:00 AM,ANDINA,66,RISARALDA,RESTO DEPARTAMENTO,,,11
01/01/2017 12:00:00 AM,CARIBE,08,ATLÁNTICO,CAPITAL DEPARTAMENTO,08001,BARRANQUILLA,2
01/01/2017 12:00:00 AM,CARIBE,08,ATLÁNTICO,RESTO DEPARTAMENTO,,,32
01/01/2017 12:00:00 AM,CARIBE,13,BOLÍVAR,CAPITAL DEPARTAMENTO,13001,CARTAGENA DE INDIAS,1
01/01/2017 12:00:00 AM,CARIBE,13,BOLÍVAR,RESTO DEPARTAMENTO,,,1
01/01/2017 12:00:00 AM,CARIBE,20,CESAR,CAPITAL DEPARTAMENTO,20001,VALLEDUPAR,2
01/01/2017 12:00:00 AM,CARIBE,20,CESAR,RESTO DEPARTAMENTO,,,0
01/01/2017 12:00:00 AM,CARIBE,23,CÓRDOBA,CAPITAL DEPARTAMENTO,23001,MONTERÍA,15
01/01/2017 12:00:00 AM,CARIBE,23,CÓRDOBA,RESTO DEPARTAMENTO,,,4
01/01/2017 12:00:00 AM,CARIBE,44,LA GUAJIRA,CAPITAL DEPARTAMENTO,44001,RIOHACHA,3
01/01/2017 12:00:00 AM,CARIBE,44,LA GUAJIRA,RESTO DEPARTAMENTO,,,3
01/01/2017 12:00:00 AM,CARIBE,47,MAGDALENA,CAPITAL DEPARTAMENTO,47001,SANTA MARTA,3
01/01/2017 12:00:00 AM,CARIBE,47,MAGDALENA,RESTO DEPARTAMENTO,,,7
01/01/2017 12:00:00 AM,CARIBE,70,SUCRE,CAPITAL DEPARTAMENTO,70001,SINCELEJO,0
01/01/2017 12:00:00 AM,CARIBE,70,SUCRE,RESTO DEPARTAMENTO,,,4
01/01/2017 12:00:00 AM,CARIBE,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",CAPITAL DEPARTAMENTO,88001,SAN ANDRÉS,0
01/01/2017 12:00:00 AM,CENTRAL,11,"BOGOTÁ, D.C.",CAPITAL DEPARTAMENTO,11001,"BOGOTÁ, D.C.",51
01/01/2017 12:00:00 AM,CENTRAL,15,BOYACÁ,CAPITAL DEPARTAMENTO,15001,TUNJA,2
01/01/2017 12:00:00 AM,CENTRAL,15,BOYACÁ,RESTO DEPARTAMENTO,,,14
01/01/2017 12:00:00 AM,CENTRAL,25,CUNDINAMARCA,RESTO DEPARTAMENTO,,,32
01/01/2017 12:00:00 AM,CENTRAL,41,HUILA,CAPITAL DEPARTAMENTO,41001,NEIVA,0
01/01/2017 12:00:00 AM,CENTRAL,41,HUILA,RESTO DEPARTAMENTO,,,2
01/01/2017 12:00:00 AM,CENTRAL,54,NORTE DE SANTANDER,CAPITAL DEPARTAMENTO,54001,SAN JOSÉ DE CÚCUTA,1
01/01/2017 12:00:00 AM,CENTRAL,54,NORTE DE SANTANDER,RESTO DEPARTAMENTO,,,4
01/01/2017 12:00:00 AM,CENTRAL,68,SANTANDER,CAPITAL DEPARTAMENTO,68001,BUCARAMANGA,5
01/01/2017 12:00:00 AM,CENTRAL,68,SANTANDER,RESTO DEPARTAMENTO,,,31
01/01/2017 12:00:00 AM,CENTRAL,73,TOLIMA,CAPITAL DEPARTAMENTO,73001,IBAGUÉ,2
01/01/2017 12:00:00 AM,CENTRAL,73,TOLIMA,RESTO DEPARTAMENTO,,,0
01/01/2017 12:00:00 AM,ORINOQUIA,18,CAQUETÁ,CAPITAL DEPARTAMENTO,18001,FLORENCIA,0
01/01/2017 12:00:00 AM,ORINOQUIA,18,CAQUETÁ,RESTO DEPARTAMENTO,,,3
01/01/2017 12:00:00 AM,ORINOQUIA,50,META,CAPITAL DEPARTAMENTO,50001,VILLAVICENCIO,39
01/01/2017 12:00:00 AM,ORINOQUIA,50,META,RESTO DEPARTAMENTO,,,3
01/01/2017 12:00:00 AM,ORINOQUIA,81,ARAUCA,CAPITAL DEPARTAMENTO,81001,ARAUCA,1
01/01/2017 12:00:00 AM,ORINOQUIA,85,CASANARE,CAPITAL DEPARTAMENTO,85001,YOPAL,7
01/01/2017 12:00:00 AM,ORINOQUIA,85,CASANARE,RESTO DEPARTAMENTO,,,4
01/01/2017 12:00:00 AM,ORINOQUIA,86,PUTUMAYO,CAPITAL DEPARTAMENTO,86001,MOCOA,0
01/01/2017 12:00:00 AM,ORINOQUIA,86,PUTUMAYO,RESTO DEPARTAMENTO,,,1
01/01/2017 12:00:00 AM,ORINOQUIA,91,AMAZONAS,CAPITAL DEPARTAMENTO,91001,LETICIA,0
01/01/2017 12:00:00 AM,ORINOQUIA,94,GUAINÍA,CAPITAL DEPARTAMENTO,94001,INÍRIDA,0
01/01/2017 12:00:00 AM,ORINOQUIA,95,GUAVIARE,CAPITAL DEPARTAMENTO,95001,SAN JOSÉ DEL GUAVIARE,0
01/01/2017 12:00:00 AM,ORINOQUIA,97,VAUPÉS,CAPITAL DEPARTAMENTO,97001,MITÚ,0
01/01/2017 12:00:00 AM,ORINOQUIA,99,VICHADA,CAPITAL DEPARTAMENTO,99001,PUERTO CARREÑO,0
01/01/2017 12:00:00 AM,PACIFICO,19,CAUCA,CAPITAL DEPARTAMENTO,19001,POPAYÁN,3
01/01/2017 12:00:00 AM,PACIFICO,19,CAUCA,RESTO DEPARTAMENTO,,,13
01/01/2017 12:00:00 AM,PACIFICO,27,CHOCÓ,CAPITAL DEPARTAMENTO,27001,QUIBDÓ,0
01/01/2017 12:00:00 AM,PACIFICO,27,CHOCÓ,RESTO DEPARTAMENTO,,,1
01/01/2017 12:00:00 AM,PACIFICO,52,NARIÑO,CAPITAL DEPARTAMENTO,52001,PASTO,15
01/01/2017 12:00:00 AM,PACIFICO,52,NARIÑO,RESTO DEPARTAMENTO,,,6
01/01/2017 12:00:00 AM,PACIFICO,76,VALLE DEL CAUCA,CAPITAL DEPARTAMENTO,76001,CALI,32
01/01/2017 12:00:00 AM,PACIFICO,76,VALLE DEL CAUCA,RESTO DEPARTAMENTO,,,30
02/01/2017 12:00:00 AM,ANDINA,05,ANTIOQUIA,CAPITAL DEPARTAMENTO,05001,MEDELLÍN,29
02/01/2017 12:00:00 AM,ANDINA,05,ANTIOQUIA,CAPITAL DEPARTAMENTO,05138,CAÑASGORDAS,0
02/01/2017 12:00:00 AM,ANDINA,05,ANTIOQUIA,RESTO DEPARTAMENTO,,,44
02/01/2017 12:00:00 AM,ANDINA,17,CALDAS,CAPITAL DEPARTAMENTO,17001,MANIZALES,14
02/01/2017 12:00:00 AM,ANDINA,17,CALDAS,RESTO DEPARTAMENTO,,,8
02/01/2017 12:00:00 AM,ANDINA,63,QUINDÍO,CAPITAL DEPARTAMENTO,63001,ARMENIA,4
02/01/2017 12:00:00 AM,ANDINA,63,QUINDÍO,RESTO DEPARTAMENTO,,,1
02/01/2017 12:00:00 AM,ANDINA,66,RISARALDA,CAPITAL DEPARTAMENTO,66001,PEREIRA,6
02/01/2017 12:00:00 AM,ANDINA,66,RISARALDA,RESTO DEPARTAMENTO,,,16
02/01/2017 12:00:00 AM,CARIBE,08,ATLÁNTICO,CAPITAL DEPARTAMENTO,08001,BARRANQUILLA,7
02/01/2017 12:00:00 AM,CARIBE,08,ATLÁNTICO,RESTO DEPARTAMENTO,,,32
02/01/2017 12:00:00 AM,CARIBE,13,BOLÍVAR,CAPITAL DEPARTAMENTO,13001,CARTAGENA DE INDIAS,0
02/01/2017 12:00:00 AM,CARIBE,13,BOLÍVAR,RESTO DEPARTAMENTO,,,1
02/01/2017 12:00:00 AM,CARIBE,20,CESAR,CAPITAL DEPARTAMENTO,20001,VALLEDUPAR,8
02/01/2017 12:00:00 AM,CARIBE,20,CESAR,RESTO DEPARTAMENTO,,,0
02/01/2017 12:00:00 AM,CARIBE,23,CÓRDOBA,CAPITAL DEPARTAMENTO,23001,MONTERÍA,13
02/01/2017 12:00:00 AM,CARIBE,23,CÓRDOBA,RESTO DEPARTAMENTO,,,2
02/01/2017 12:00:00 AM,CARIBE,44,LA GUAJIRA,CAPITAL DEPARTAMENTO,44001,RIOHACHA,1
02/01/2017 12:00:00 AM,CARIBE,44,LA GUAJIRA,RESTO DEPARTAMENTO,,,4
02/01/2017 12:00:00 AM,CARIBE,47,MAGDALENA,CAPITAL DEPARTAMENTO,47001,SANTA MARTA,2
02/01/2017 12:00:00 AM,CARIBE,47,MAGDALENA,RESTO DEPARTAMENTO,,,10
02/01/2017 12:00:00 AM,CARIBE,70,SUCRE,CAPITAL DEPARTAMENTO,70001,SINCELEJO,1
02/01/2017 12:00:00 AM,CARIBE,70,SUCRE,RESTO DEPARTAMENTO,,,14
02/01/2017 12:00:00 AM,CARIBE,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",CAPITAL DEPARTAMENTO,88001,SAN ANDRÉS,1
02/01/2017 12:00:00 AM,CENTRAL,11,"BOGOTÁ, D.C.",CAPITAL DEPARTAMENTO,11001,"BOGOTÁ, D.C.",60
02/01/2017 12:00:00 AM,CENTRAL,15,BOYACÁ,CAPITAL DEPARTAMENTO,15001,TUNJA,3
02/01/2017 12:00:00 AM,CENTRAL,15,BOYACÁ,RESTO DEPARTAMENTO,,,26
02/01/2017 12:00:00 AM,CENTRAL,25,CUNDINAMARCA,RESTO DEPARTAMENTO,,,40
02/01/2017 12:00:00 AM,CENTRAL,41,HUILA,CAPITAL DEPARTAMENTO,41001,NEIVA,1
02/01/2017 12:00:00 AM,CENTRAL,41,HUILA,RESTO DEPARTAMENTO,,,2
02/01/2017 12:00:00 AM,CENTRAL,54,NORTE DE SANTANDER,CAPITAL DEPARTAMENTO,54001,SAN JOSÉ DE CÚCUTA,2
02/01/2017 12:00:00 AM,CENTRAL,54,NORTE DE SANTANDER,RESTO DEPARTAMENTO,,,14
02/01/2017 12:00:00 AM,CENTRAL,68,SANTANDER,CAPITAL DEPARTAMENTO,68001,BUCARAMANGA,12
02/01/2017 12:00:00 AM,CENTRAL,68,SANTANDER,RESTO DEPARTAMENTO,,,38
02/01/2017 12:00:00 AM,CENTRAL,73,TOLIMA,CAPITAL DEPARTAMENTO,73001,IBAGUÉ,1
02/01/2017 12:00:00 AM,CENTRAL,73,TOLIMA,RESTO DEPARTAMENTO,,,11
02/01/2017 12:00:00 AM,ORINOQUIA,18,CAQUETÁ,CAPITAL DEPARTAMENTO,18001,FLORENCIA,1
02/01/2017 12:00:00 AM,ORINOQUIA,18,CAQUETÁ,RESTO DEPARTAMENTO,,,5
02/01/2017 12:00:00 AM,ORINOQUIA,50,META,CAPITAL DEPARTAMENTO,50001,VILLAVICENCIO,57
02/01/2017 12:00:00 AM,ORINOQUIA,50,META,RESTO DEPARTAMENTO,,,13
02/01/2017 12:00:00 AM,ORINOQUIA,81,ARAUCA,CAPITAL DEPARTAMENTO,81001,ARAUCA,0
02/01/2017 12:00:00 AM,ORINOQUIA,85,CASANARE,CAPITAL DEPARTAMENTO,85001,YOPAL,4
02/01/2017 12:00:00 AM,ORINOQUIA,85,CASANARE,RESTO DEPARTAMENTO,,,0
02/01/2017 12:00:00 AM,ORINOQUIA,86,PUTUMAYO,CAPITAL DEPARTAMENTO,86001,MOCOA,0
02/01/2017 12:00:00 AM,ORINOQUIA,86,PUTUMAYO,RESTO DEPARTAMENTO,,,3
02/01/2017 12:00:00 AM,ORINOQUIA,91,AMAZONAS,CAPITAL DEPARTAMENTO,91001,LETICIA,0
02/01/2017 12:00:00 AM,ORINOQUIA,94,GUAINÍA,CAPITAL DEPARTAMENTO,94001,INÍRIDA,1
02/01/2017 12:00:00 AM,ORINOQUIA,95,GUAVIARE,CAPITAL DEPARTAMENTO,95001,SAN JOSÉ DEL GUAVIARE,0
02/01/2017 12:00:00 AM,ORINOQUIA,97,VAUPÉS,CAPITAL DEPARTAMENTO,97001,MITÚ,0
02/01/2017 12:00:00 AM,ORINOQUIA,99,VICHADA,CAPITAL DEPARTAMENTO,99001,PUERTO CARREÑO,1
02/01/2017 12:00:00 AM,PACIFICO,19,CAUCA,CAPITAL DEPARTAMENTO,19001,POPAYÁN,2
02/01/2017 12:00:00 AM,PACIFICO,19,CAUCA,RESTO DEPARTAMENTO,,,15
02/01/2017 12:00:00 AM,PACIFICO,27,CHOCÓ,CAPITAL DEPARTAMENTO,27001,QUIBDÓ,4
02/01/2017 12:00:00 AM,PACIFICO,27,CHOCÓ,RESTO DEPARTAMENTO,,,1
02/01/2017 12:00:00 AM,PACIFICO,52,NARIÑO,CAPITAL DEPARTAMENTO,52001,PASTO,19
02/01/2017 12:00:00 AM,PACIFICO,52,NARIÑO,RESTO DEPARTAMENTO,,,7
02/01/2017 12:00:00 AM,PACIFICO,76,VALLE DEL CAUCA,CAPITAL DEPARTAMENTO,76001,CALI,35
02/01/2017 12:00:00 AM,PACIFICO,76,VALLE DEL CAUCA,RESTO DEPARTAMENTO,,,69
03/01/2017 12:00:00 AM,ANDINA,05,ANTIOQUIA,CAPITAL DEPARTAMENTO,05001,MEDELLÍN,29
03/01/2017 12:00:00 AM,ANDINA,05,ANTIOQUIA,CAPITAL DEPARTAMENTO,05138,CAÑASGORDAS,1
03/01/2017 12:00:00 AM,ANDINA,05,ANTIOQUIA,RESTO DEPARTAMENTO,,,73
03/01/2017 12:00:00 AM,ANDINA,17,CALDAS,CAPITAL DEPARTAMENTO,17001,MANIZALES,7
03/01/2017 12:00:00 AM,ANDINA,17,CALDAS,RESTO DEPARTAMENTO,,,10
03/01/2017 12:00:00 AM,ANDINA,63,QUINDÍO,CAPITAL DEPARTAMENTO,63001,ARMENIA,3
03/01/2017 12:00:00 AM,ANDINA,63,QUINDÍO,RESTO DEPARTAMENTO,,,0
03/01/2017 12:00:00 AM,ANDINA,66,RISARALDA,CAPITAL DEPARTAMENTO,66001,PEREIRA,17
03/01/2017 12:00:00 AM,ANDINA,66,RISARALDA,RESTO DEPARTAMENTO,,,6
03/01/2017 12:00:00 AM,CARIBE,08,ATLÁNTICO,CAPITAL DEPARTAMENTO,08001,BARRANQUILLA,6
03/01/2017 12:00:00 AM,CARIBE,08,ATLÁNTICO,RESTO DEPARTAMENTO,,,22
03/01/2017 12:00:00 AM,CARIBE,13,BOLÍVAR,CAPITAL DEPARTAMENTO,13001,CARTAGENA DE INDIAS,1
03/01/2017 12:00:00 AM,CARIBE,13,BOLÍVAR,RESTO DEPARTAMENTO,,,2
03/01/2017 12:00:00 AM,CARIBE,20,CESAR,CAPITAL DEPARTAMENTO,20001,VALLEDUPAR,16
03/01/2017 12:00:00 AM,CARIBE,20,CESAR,RESTO DEPARTAMENTO,,,3
03/01/2017 12:00:00 AM,CARIBE,23,CÓRDOBA,CAPITAL DEPARTAMENTO,23001,MONTERÍA,37
03/01/2017 12:00:00 AM,CARIBE,23,CÓRDOBA,RESTO DEPARTAMENTO,,,8
03/01/2017 12:00:00 AM,CARIBE,44,LA GUAJIRA,CAPITAL DEPARTAMENTO,44001,RIOHACHA,11
03/01/2017 12:00:00 AM,CARIBE,44,LA GUAJIRA,RESTO DEPARTAMENTO,,,7
03/01/2017 12:00:00 AM,CARIBE,47,MAGDALENA,CAPITAL DEPARTAMENTO,47001,SANTA MARTA,8
03/01/2017 12:00:00 AM,CARIBE,47,MAGDALENA,RESTO DEPARTAMENTO,,,14
03/01/2017 12:00:00 AM,CARIBE,70,SUCRE,CAPITAL DEPARTAMENTO,70001,SINCELEJO,0
03/01/2017 12:00:00 AM,CARIBE,70,SUCRE,RESTO DEPARTAMENTO,,,1
03/01/2017 12:00:00 AM,CARIBE,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",CAPITAL DEPARTAMENTO,88001,SAN ANDRÉS,2
03/01/2017 12:00:00 AM,CENTRAL,11,"BOGOTÁ, D.C.",CAPITAL DEPARTAMENTO,11001,"BOGOTÁ, D.C.",60
03/01/2017 12:00:00 AM,CENTRAL,15,BOYACÁ,CAPITAL DEPARTAMENTO,15001,TUNJA,2
03/01/2017 12:00:00 AM,CENTRAL,15,BOYACÁ,RESTO DEPARTAMENTO,,,20
03/01/2017 12:00:00 AM,CENTRAL,25,CUNDINAMARCA,RESTO DEPARTAMENTO,,,89
03/01/2017 12:00:00 AM,CENTRAL,41,HUILA,CAPITAL DEPARTAMENTO,41001,NEIVA,0
03/01/2017 12:00:00 AM,CENTRAL,41,HUILA,RESTO DEPARTAMENTO,,,7
03/01/2017 12:00:00 AM,CENTRAL,54,NORTE DE SANTANDER,CAPITAL DEPARTAMENTO,54001,SAN JOSÉ DE CÚCUTA,5
03/01/2017 12:00:00 AM,CENTRAL,54,NORTE DE SANTANDER,RESTO DEPARTAMENTO,,,12
03/01/2017 12:00:00 AM,CENTRAL,68,SANTANDER,CAPITAL DEPARTAMENTO,68001,BUCARAMANGA,18
03/01/2017 12:00:00 AM,CENTRAL,68,SANTANDER,RESTO DEPARTAMENTO,,,44
03/01/2017 12:00:00 AM,CENTRAL,73,TOLIMA,CAPITAL DEPARTAMENTO,73001,IBAGUÉ,3
03/01/2017 12:00:00 AM,CENTRAL,73,TOLIMA,RESTO DEPARTAMENTO,,,20
03/01/2017 12:00:00 AM,ORINOQUIA,18,CAQUETÁ,CAPITAL DEPARTAMENTO,18001,FLORENCIA,2
03/01/2017 12:00:00 AM,ORINOQUIA,18,CAQUETÁ,RESTO DEPARTAMENTO,,,3
